pheno,set,use_mle,jump_sign,n_keep,h2_ldsc_est_1,h2_ldsc_est_2,h2_ldsc_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3,r2_est_1,r2_est_2,r2_est_3,r2_1,r2_2,r2_3
albumin,hm3,TRUE,FALSE,50,0.1337,0.1185,0.1489,0.1483,0.1394,0.1575,0.00925,0.007308,0.01164,-0.7761,-0.8569,-0.6909,0.07559,0.07298,0.07824,0.077,0.07192,0.08206
albumin,hm3,FALSE,FALSE,50,0.1337,0.1185,0.1489,0.1451,0.1358,0.1538,0.006977,0.005129,0.009191,,,,0.07724,0.07531,0.07916,0.07603,0.07133,0.08042
albumin,hm3_plus,TRUE,FALSE,50,0.1813,0.1623,0.2003,0.1712,0.1603,0.1822,0.007763,0.006095,0.009742,-0.8315,-0.8773,-0.7854,0.0826,0.07994,0.08531,0.08391,0.07891,0.08873
albumin,hm3_plus,FALSE,FALSE,50,0.1813,0.1623,0.2003,0.1657,0.1542,0.1763,0.005578,0.004158,0.007188,,,,0.08442,0.08232,0.08643,0.08237,0.07721,0.08781
albumin,hm3_small,TRUE,FALSE,50,0.1289,0.1141,0.1437,0.1604,0.1508,0.1702,0.01075,0.008569,0.01352,-0.8078,-0.8826,-0.7294,0.08016,0.07737,0.08295,0.07674,0.07188,0.08158
albumin,hm3_small,FALSE,FALSE,50,0.1289,0.1141,0.1437,0.1582,0.1483,0.1671,0.008802,0.006506,0.0116,,,,0.08137,0.07935,0.08333,0.07612,0.07108,0.08078
albumin,hm3_altpop,TRUE,FALSE,50,0.1393,0.1232,0.1554,0.1562,0.1472,0.1651,0.01004,0.008022,0.01228,-0.7944,-0.8747,-0.713,0.07844,0.0758,0.08112,0.07677,0.07206,0.08164
albumin,hm3_altpop,FALSE,FALSE,50,0.1393,0.1232,0.1554,0.153,0.1442,0.1614,0.007591,0.005797,0.00976,,,,0.08037,0.07834,0.08234,0.07591,0.07141,0.0804
ankle_spacing,hm3,TRUE,FALSE,50,0.307,0.2805,0.3334,0.3247,0.3105,0.3394,0.01787,0.01493,0.02154,-0.6714,-0.7365,-0.6023,0.1645,0.1594,0.1697,0.1617,0.1535,0.1694
ankle_spacing,hm3,FALSE,FALSE,50,0.307,0.2805,0.3334,0.3235,0.3098,0.3362,0.01301,0.01036,0.01597,,,,0.1691,0.1655,0.1726,0.1594,0.1513,0.1673
ankle_spacing,hm3_plus,TRUE,FALSE,50,0.4061,0.376,0.4362,0.3693,0.3523,0.3856,0.01623,0.01349,0.01903,-0.7056,-0.7457,-0.6637,0.173,0.1678,0.178,0.1675,0.1595,0.1754
ankle_spacing,hm3_plus,FALSE,FALSE,50,0.4061,0.376,0.4362,0.3721,0.3553,0.388,0.01154,0.00942,0.01394,,,,0.177,0.1731,0.1807,0.1629,0.1555,0.1707
ankle_spacing,hm3_small,TRUE,FALSE,50,0.2965,0.2709,0.3221,0.3556,0.3402,0.371,0.02072,0.01742,0.02442,-0.731,-0.7904,-0.6679,0.1786,0.1736,0.1838,0.16,0.1523,0.1676
ankle_spacing,hm3_small,FALSE,FALSE,50,0.2965,0.2709,0.3221,0.3574,0.344,0.37,0.01789,0.01431,0.02223,,,,0.1811,0.1777,0.1845,0.1588,0.1511,0.1663
ankle_spacing,hm3_altpop,TRUE,FALSE,50,0.3207,0.2928,0.3487,0.3445,0.33,0.359,0.01954,0.01652,0.02337,-0.7221,-0.7824,-0.6589,0.1726,0.1676,0.1776,0.1599,0.1526,0.1677
ankle_spacing,hm3_altpop,FALSE,FALSE,50,0.3207,0.2928,0.3487,0.3434,0.3289,0.3561,0.01428,0.01144,0.01739,,,,0.1778,0.1741,0.1814,0.1579,0.1502,0.1659
apoA,hm3,TRUE,FALSE,50,0.2336,0.1588,0.3084,0.235,0.2249,0.245,0.007136,0.005644,0.008801,-0.8606,-0.967,-0.7592,0.1597,0.1564,0.1631,0.1563,0.1504,0.1626
apoA,hm3,FALSE,FALSE,50,0.2336,0.1588,0.3084,0.221,0.2105,0.2317,0.003981,0.002971,0.005213,,,,0.1618,0.1588,0.1647,0.1529,0.1466,0.1592
apoA,hm3_plus,TRUE,FALSE,50,0.2939,0.2134,0.3745,0.2616,0.2503,0.2731,0.00631,0.005146,0.007664,-0.7882,-0.8373,-0.7371,0.1696,0.1663,0.1731,0.1639,0.1572,0.1705
apoA,hm3_plus,FALSE,FALSE,50,0.2939,0.2134,0.3745,0.2382,0.2262,0.2505,0.003054,0.002322,0.003951,,,,0.171,0.1678,0.1741,0.1592,0.1529,0.166
apoA,hm3_small,TRUE,FALSE,50,0.2235,0.1535,0.2934,0.259,0.2482,0.27,0.008328,0.006733,0.0102,-0.915,-1.005,-0.8265,0.1736,0.1702,0.1773,0.1536,0.1472,0.1598
apoA,hm3_small,FALSE,FALSE,50,0.2235,0.1535,0.2934,0.2476,0.2361,0.2589,0.005282,0.004036,0.00679,,,,0.1758,0.1726,0.1789,0.1509,0.1449,0.1571
apoA,hm3_altpop,TRUE,FALSE,50,0.2473,0.1668,0.3278,0.2527,0.2424,0.2629,0.007821,0.006331,0.009501,-0.9051,-0.9996,-0.8126,0.1705,0.1669,0.174,0.1543,0.1479,0.1599
apoA,hm3_altpop,FALSE,FALSE,50,0.2473,0.1668,0.3278,0.2392,0.2282,0.2499,0.004601,0.003508,0.005854,,,,0.1727,0.1696,0.1759,0.1513,0.145,0.1573
apoB,hm3,TRUE,FALSE,50,0.14,0.07596,0.204,0.1636,0.1577,0.1699,0.001278,0.0008792,0.001772,-1.334,-1.5,-0.8264,0.1412,0.1386,0.1437,0.1439,0.1382,0.1498
apoB,hm3,FALSE,FALSE,50,0.14,0.07596,0.204,0.1622,0.156,0.1686,0.001116,0.0007274,0.001618,,,,0.1414,0.1392,0.1436,0.1437,0.1378,0.1492
apoB,hm3_plus,TRUE,FALSE,50,0.1853,0.09803,0.2727,0.1779,0.171,0.1853,0.001132,0.0007883,0.001568,-0.8463,-1.06,-0.6853,0.1503,0.1478,0.153,0.1513,0.1457,0.1573
apoB,hm3_plus,FALSE,FALSE,50,0.1853,0.09803,0.2727,0.1727,0.166,0.1798,0.0007964,0.0005243,0.001155,,,,0.1509,0.1485,0.1533,0.1502,0.1443,0.1561
apoB,hm3_small,TRUE,FALSE,50,0.1354,0.074,0.1969,0.1786,0.1724,0.185,0.001419,0.001006,0.001925,-1.165,-1.5,-0.6723,0.1534,0.1507,0.156,0.1368,0.1307,0.1427
apoB,hm3_small,FALSE,FALSE,50,0.1354,0.074,0.1969,0.1796,0.1731,0.1864,0.001529,0.001037,0.002155,,,,0.1531,0.1507,0.1554,0.137,0.1315,0.143
apoB,hm3_altpop,TRUE,FALSE,50,0.1484,0.07834,0.2185,0.1888,0.1832,0.1948,0.001173,0.0008413,0.001591,-0.9189,-1.359,-0.4575,0.1666,0.1639,0.1693,0.135,0.1291,0.1409
apoB,hm3_altpop,FALSE,FALSE,50,0.1484,0.07834,0.2185,0.1905,0.1844,0.1968,0.001361,0.0009316,0.001893,,,,0.166,0.1636,0.1684,0.1356,0.1296,0.1416
avMSE,hm3,TRUE,FALSE,50,0.2955,0.2601,0.331,0.3212,0.2883,0.3529,0.008946,0.006264,0.01239,-0.5965,-0.7165,-0.4577,0.1129,0.1058,0.1202,0.1166,0.1062,0.1279
avMSE,hm3,FALSE,FALSE,50,0.2955,0.2601,0.331,0.3176,0.2836,0.3479,0.006766,0.004363,0.01008,,,,0.1156,0.1107,0.1207,0.1146,0.1032,0.1259
avMSE,hm3_plus,TRUE,FALSE,50,0.4059,0.3671,0.4447,0.3597,0.3239,0.396,0.007656,0.00553,0.01034,-0.6182,-0.7035,-0.5192,0.1188,0.1121,0.1262,0.1204,0.1088,0.1313
avMSE,hm3_plus,FALSE,FALSE,50,0.4059,0.3671,0.4447,0.3718,0.3283,0.409,0.005985,0.003941,0.008545,,,,0.1202,0.1148,0.1253,0.1151,0.1051,0.1263
avMSE,hm3_small,TRUE,FALSE,50,0.286,0.2514,0.3207,0.3431,0.3084,0.3775,0.009838,0.006991,0.01336,-0.635,-0.7466,-0.5128,0.1198,0.112,0.1275,0.1159,0.105,0.1271
avMSE,hm3_small,FALSE,FALSE,50,0.286,0.2514,0.3207,0.347,0.3118,0.3766,0.008728,0.00558,0.0132,,,,0.1214,0.1162,0.1263,0.1151,0.1043,0.1266
avMSE,hm3_altpop,TRUE,FALSE,50,0.3123,0.2755,0.3491,0.3333,0.3016,0.3649,0.009528,0.006956,0.01279,-0.6303,-0.7419,-0.5035,0.1153,0.1078,0.1229,0.1164,0.1062,0.1278
avMSE,hm3_altpop,FALSE,FALSE,50,0.3123,0.2755,0.3491,0.3295,0.2963,0.3587,0.007128,0.004774,0.01014,,,,0.1187,0.1135,0.1238,0.1142,0.1036,0.1249
birth_weight,hm3,TRUE,FALSE,50,0.1126,0.1005,0.1247,0.117,0.1049,0.1289,0.008807,0.006173,0.01216,-0.6041,-0.7223,-0.4719,0.03976,0.03715,0.04256,0.04038,0.03637,0.0452
birth_weight,hm3,FALSE,FALSE,50,0.1126,0.1005,0.1247,0.1167,0.1046,0.1279,0.007015,0.004581,0.01056,,,,0.04065,0.03887,0.04248,0.0392,0.03489,0.04379
birth_weight,hm3_plus,TRUE,FALSE,50,0.1524,0.1381,0.1667,0.134,0.1199,0.148,0.007699,0.005505,0.01047,-0.688,-0.7713,-0.5953,0.04186,0.03922,0.04462,0.04157,0.03713,0.04629
birth_weight,hm3_plus,FALSE,FALSE,50,0.1524,0.1381,0.1667,0.139,0.1243,0.1524,0.006354,0.004298,0.009118,,,,0.0427,0.04084,0.04455,0.03962,0.03556,0.04405
birth_weight,hm3_small,TRUE,FALSE,50,0.1091,0.09704,0.1211,0.1242,0.1111,0.137,0.009688,0.006702,0.01323,-0.6445,-0.7601,-0.5176,0.0419,0.03911,0.04476,0.04022,0.03599,0.04506
birth_weight,hm3_small,FALSE,FALSE,50,0.1091,0.09704,0.1211,0.1258,0.1132,0.1354,0.008766,0.005603,0.01253,,,,0.04243,0.0406,0.04423,0.03934,0.0349,0.04394
birth_weight,hm3_altpop,TRUE,FALSE,50,0.1176,0.1048,0.1304,0.1218,0.1094,0.1341,0.009325,0.006625,0.01282,-0.6324,-0.7425,-0.5082,0.04081,0.03806,0.04365,0.04032,0.0361,0.04504
birth_weight,hm3_altpop,FALSE,FALSE,50,0.1176,0.1048,0.1304,0.1223,0.1104,0.133,0.007566,0.005105,0.01094,,,,0.04196,0.04013,0.04374,0.03929,0.03474,0.04401
calcium,hm3,TRUE,FALSE,50,0.1237,0.1005,0.1469,0.1298,0.1206,0.139,0.005966,0.004418,0.007839,-0.7135,-0.8045,-0.6189,0.07285,0.07035,0.07527,0.07233,0.06763,0.07749
calcium,hm3,FALSE,FALSE,50,0.1237,0.1005,0.1469,0.1239,0.1146,0.1328,0.004027,0.002813,0.005498,,,,0.07428,0.07231,0.07625,0.07116,0.06645,0.0756
calcium,hm3_plus,TRUE,FALSE,50,0.1612,0.1348,0.1877,0.1472,0.1371,0.1574,0.005383,0.004151,0.006848,-0.7573,-0.8077,-0.7049,0.07692,0.07445,0.07945,0.07681,0.07175,0.08203
calcium,hm3_plus,FALSE,FALSE,50,0.1612,0.1348,0.1877,0.139,0.1274,0.15,0.003475,0.002456,0.004701,,,,0.0781,0.07605,0.0801,0.07546,0.07057,0.08077
calcium,hm3_small,TRUE,FALSE,50,0.1192,0.09729,0.1412,0.1397,0.1298,0.1496,0.006972,0.005182,0.009034,-0.751,-0.8348,-0.6616,0.0764,0.07377,0.07908,0.07151,0.067,0.07673
calcium,hm3_small,FALSE,FALSE,50,0.1192,0.09729,0.1412,0.1351,0.1251,0.1448,0.005099,0.00362,0.006984,,,,0.07768,0.07553,0.07976,0.07078,0.06585,0.07558
calcium,hm3_altpop,TRUE,FALSE,50,0.1295,0.1056,0.1535,0.1353,0.1261,0.1444,0.005957,0.004512,0.007696,-0.7573,-0.8498,-0.6598,0.07571,0.07314,0.07832,0.07163,0.06678,0.07627
calcium,hm3_altpop,FALSE,FALSE,50,0.1295,0.1056,0.1535,0.1314,0.1223,0.1403,0.004588,0.003325,0.006208,,,,0.07689,0.07487,0.07883,0.07074,0.06565,0.07611
cholesterol,hm3,TRUE,FALSE,50,0.1253,0.09666,0.1539,0.1297,0.1229,0.1367,0.002154,0.001546,0.002893,-0.9895,-1.271,-0.7472,0.0985,0.09623,0.1009,0.1011,0.09587,0.1061
cholesterol,hm3,FALSE,FALSE,50,0.1253,0.09666,0.1539,0.1269,0.12,0.1342,0.001753,0.001173,0.002517,,,,0.09913,0.09712,0.1011,0.1007,0.09564,0.1059
cholesterol,hm3_plus,TRUE,FALSE,50,0.1631,0.1269,0.1992,0.1446,0.1367,0.1531,0.001985,0.001451,0.002643,-0.7896,-0.8787,-0.704,0.1058,0.1033,0.1082,0.1064,0.1012,0.1117
cholesterol,hm3_plus,FALSE,FALSE,50,0.1631,0.1269,0.1992,0.1371,0.1293,0.1454,0.001311,0.0008928,0.001861,,,,0.1064,0.1042,0.1085,0.1054,0.1003,0.1107
cholesterol,hm3_small,TRUE,FALSE,50,0.1213,0.09388,0.1488,0.1385,0.1312,0.1463,0.002417,0.001736,0.00321,-0.9809,-1.278,-0.7208,0.1039,0.1015,0.1064,0.09875,0.09401,0.1039
cholesterol,hm3_small,FALSE,FALSE,50,0.1213,0.09388,0.1488,0.1375,0.1299,0.1454,0.002245,0.001519,0.003154,,,,0.1041,0.102,0.1062,0.09865,0.0935,0.1036
cholesterol,hm3_altpop,TRUE,FALSE,50,0.133,0.1019,0.164,0.1411,0.1346,0.1481,0.002025,0.001485,0.00268,-0.8639,-1.144,-0.6113,0.1095,0.1071,0.1121,0.09729,0.09247,0.1023
cholesterol,hm3_altpop,FALSE,FALSE,50,0.133,0.1019,0.164,0.1417,0.135,0.1489,0.002104,0.001485,0.002912,,,,0.1093,0.1073,0.1113,0.09747,0.0925,0.1023
darker_hair,hm3,TRUE,FALSE,50,0.3118,0.1458,0.4778,0.3256,0.3186,0.3327,0.002025,0.00155,0.00259,-1.36,-1.5,-1.057,0.2911,0.2877,0.2947,0.289,0.2826,0.2954
darker_hair,hm3,FALSE,FALSE,50,0.3118,0.1458,0.4778,0.323,0.3158,0.3303,0.001704,0.001258,0.002255,,,,0.2918,0.2886,0.295,0.2881,0.282,0.2947
darker_hair,hm3_plus,TRUE,FALSE,50,0.4309,0.1647,0.697,0.4017,0.3939,0.4098,0.001339,0.0009909,0.001762,-0.7206,-0.9548,-0.4868,0.3667,0.3629,0.3705,0.3647,0.358,0.3717
darker_hair,hm3_plus,FALSE,FALSE,50,0.4309,0.1647,0.697,0.3979,0.3903,0.4057,0.001086,0.0008066,0.001432,,,,0.3676,0.3639,0.3711,0.3638,0.3572,0.3708
darker_hair,hm3_small,TRUE,FALSE,50,0.2988,0.1429,0.4547,0.3605,0.353,0.368,0.00262,0.002066,0.003259,-1.383,-1.5,-1.14,0.3171,0.3135,0.3207,0.2794,0.2732,0.2866
darker_hair,hm3_small,FALSE,FALSE,50,0.2988,0.1429,0.4547,0.3599,0.3522,0.3679,0.002539,0.001941,0.003269,,,,0.3174,0.3139,0.3207,0.2793,0.2727,0.2862
darker_hair,hm3_altpop,TRUE,FALSE,50,0.3349,0.1574,0.5123,0.3634,0.3562,0.3707,0.002428,0.001926,0.003001,-1.122,-1.304,-0.9491,0.3228,0.3191,0.3264,0.2796,0.2728,0.286
darker_hair,hm3_altpop,FALSE,FALSE,50,0.3349,0.1574,0.5123,0.3625,0.3552,0.37,0.002272,0.001744,0.002882,,,,0.3233,0.32,0.3265,0.2792,0.2725,0.2861
darker_skin,hm3,TRUE,FALSE,50,0.1741,0.0703,0.278,0.1778,0.1725,0.1834,0.0008222,0.000532,0.0012,-1.5,-1.5,-1.299,0.1625,0.16,0.165,0.1602,0.154,0.1663
darker_skin,hm3,FALSE,FALSE,50,0.1741,0.0703,0.278,0.1764,0.1709,0.1823,0.0007255,0.000444,0.001118,,,,0.1623,0.1601,0.1646,0.16,0.1541,0.1664
darker_skin,hm3_plus,TRUE,FALSE,50,0.2358,0.08817,0.3835,0.2151,0.2101,0.2206,0.0004318,0.0002725,0.000653,-1.042,-1.365,-0.7575,0.2024,0.1997,0.2052,0.2005,0.1939,0.2076
darker_skin,hm3_plus,FALSE,FALSE,50,0.2358,0.08817,0.3835,0.2147,0.2094,0.2205,0.0004062,0.0002445,0.000631,,,,0.2025,0.2,0.205,0.2004,0.194,0.2073
darker_skin,hm3_small,TRUE,FALSE,50,0.1677,0.06834,0.2671,0.201,0.1957,0.2067,0.001041,0.0007296,0.00144,-1.5,-1.5,-1.267,0.1822,0.1797,0.1848,0.1521,0.1463,0.1586
darker_skin,hm3_small,FALSE,FALSE,50,0.1677,0.06834,0.2671,0.2019,0.196,0.2082,0.001178,0.0007885,0.001697,,,,0.1813,0.1789,0.1838,0.1525,0.1462,0.1586
darker_skin,hm3_altpop,TRUE,FALSE,50,0.1903,0.0711,0.3095,0.2183,0.2137,0.2231,0.0007783,0.0005454,0.001076,-0.9271,-1.19,-0.6663,0.2027,0.2001,0.2053,0.136,0.1307,0.1421
darker_skin,hm3_altpop,FALSE,FALSE,50,0.1903,0.0711,0.3095,0.2202,0.2146,0.2261,0.001202,0.0008348,0.001666,,,,0.199,0.1964,0.2015,0.1386,0.1333,0.1441
diastolic_BP,hm3,TRUE,FALSE,50,0.1376,0.1271,0.1481,0.1371,0.1293,0.1451,0.01803,0.01465,0.02229,-0.5824,-0.6652,-0.4943,0.05686,0.0545,0.05931,0.05732,0.05331,0.0619
diastolic_BP,hm3,FALSE,FALSE,50,0.1376,0.1271,0.1481,0.1381,0.1309,0.145,0.01368,0.01041,0.01774,,,,0.05827,0.05664,0.05993,0.05601,0.05194,0.0601
diastolic_BP,hm3_plus,TRUE,FALSE,50,0.1805,0.1688,0.1922,0.154,0.1447,0.1631,0.01605,0.01283,0.01962,-0.6374,-0.6981,-0.5718,0.05894,0.05653,0.06143,0.05896,0.05503,0.06318
diastolic_BP,hm3_plus,FALSE,FALSE,50,0.1805,0.1688,0.1922,0.1607,0.151,0.1691,0.01219,0.009318,0.01541,,,,0.06013,0.05844,0.06178,0.05695,0.05312,0.06097
diastolic_BP,hm3_small,TRUE,FALSE,50,0.1334,0.123,0.1437,0.1486,0.14,0.1572,0.02002,0.01628,0.0247,-0.6448,-0.7224,-0.5639,0.06146,0.05885,0.06406,0.05692,0.05291,0.06088
diastolic_BP,hm3_small,FALSE,FALSE,50,0.1334,0.123,0.1437,0.1508,0.1441,0.1567,0.01862,0.01417,0.02425,,,,0.06184,0.06022,0.06343,0.05628,0.0522,0.0605
diastolic_BP,hm3_altpop,TRUE,FALSE,50,0.1444,0.1331,0.1557,0.144,0.1359,0.152,0.01922,0.01561,0.02333,-0.6301,-0.7094,-0.5422,0.05909,0.05662,0.06154,0.05666,0.05259,0.06063
diastolic_BP,hm3_altpop,FALSE,FALSE,50,0.1444,0.1331,0.1557,0.1457,0.1381,0.1529,0.01479,0.01134,0.01911,,,,0.06088,0.05919,0.06257,0.05545,0.05128,0.05979
ECG_P_duration,hm3,TRUE,FALSE,5,0.1028,0.06203,0.1435,0.06325,0.02547,0.1146,0.001165,0.0002433,0.003623,-0.158,-0.8757,0.5,0.006135,0.003716,0.009356,0.009635,0.004631,0.01664
ECG_P_duration,hm3,FALSE,FALSE,4,0.1028,0.06203,0.1435,0.07748,0.0285,0.1026,0.001576,0.0001779,0.005386,,,,0.005498,0.003655,0.008233,0.009746,0.004798,0.01651
ECG_P_duration,hm3_plus,TRUE,FALSE,8,0.1187,0.07575,0.1616,0.0621,0.02822,0.1065,0.001197,0.0002187,0.003368,0.2366,-0.4277,0.5,0.006061,0.003626,0.008999,0.01006,0.005028,0.0176
ECG_P_duration,hm3_plus,FALSE,FALSE,6,0.1187,0.07575,0.1616,0.08623,0.04815,0.1172,0.001183,0.0002881,0.002918,,,,0.005647,0.003335,0.008188,0.009818,0.004781,0.01687
ECG_P_duration,hm3_small,TRUE,FALSE,5,0.1022,0.0619,0.1425,0.0696,0.02551,0.1147,0.001641,0.0002211,0.004001,0.04034,-0.7568,0.5,0.006205,0.003779,0.009166,0.009778,0.004611,0.0165
ECG_P_duration,hm3_small,FALSE,FALSE,6,0.1022,0.0619,0.1425,0.08186,0.03494,0.1039,0.001984,0.0002579,0.005312,,,,0.005375,0.003513,0.007686,0.00964,0.0046,0.01602
ECG_P_duration,hm3_altpop,TRUE,FALSE,9,0.1089,0.06628,0.1516,0.0706,0.03439,0.115,0.002002,0.0004516,0.006301,0.1595,-0.3596,0.5,0.005885,0.003484,0.008873,0.009838,0.004596,0.0171
ECG_P_duration,hm3_altpop,FALSE,FALSE,9,0.1089,0.06628,0.1516,0.08601,0.04995,0.1106,0.002317,0.0005583,0.005873,,,,0.005343,0.003625,0.007522,0.009533,0.00421,0.01672
ECG_PP_interval,hm3,TRUE,FALSE,6,0.1928,0.1247,0.261,0.1253,0.05731,0.2017,0.002357,0.0006302,0.006228,0.1981,-0.8229,0.4854,0.007541,0.00334,0.013,0.01015,0.003976,0.01918
ECG_PP_interval,hm3,FALSE,FALSE,4,0.1928,0.1247,0.261,0.138,0.06025,0.1906,0.002025,0.0003432,0.007647,,,,0.007475,0.0037,0.01118,0.008976,0.003184,0.01729
ECG_PP_interval,hm3_plus,TRUE,FALSE,7,0.2379,0.1652,0.3106,0.1605,0.08107,0.2725,0.003619,0.0009693,0.00829,-0.2212,-1.245,0.4587,0.007992,0.003865,0.0131,0.01048,0.004239,0.01955
ECG_PP_interval,hm3_plus,FALSE,FALSE,9,0.2379,0.1652,0.3106,0.1888,0.1103,0.2402,0.002567,0.000605,0.005898,,,,0.00798,0.004953,0.01172,0.008873,0.00339,0.01898
ECG_PP_interval,hm3_small,TRUE,FALSE,6,0.1868,0.1193,0.2542,0.1411,0.06197,0.2316,0.002921,0.0008509,0.006934,-0.1606,-0.9673,0.4172,0.008384,0.003102,0.01451,0.0101,0.004033,0.01964
ECG_PP_interval,hm3_small,FALSE,FALSE,7,0.1868,0.1193,0.2542,0.1583,0.08289,0.198,0.003505,0.0006379,0.008585,,,,0.00808,0.004615,0.01134,0.00929,0.003742,0.01782
ECG_PP_interval,hm3_altpop,TRUE,FALSE,7,0.2031,0.1321,0.2741,0.1419,0.07156,0.2218,0.003468,0.001324,0.007901,0.281,-0.8648,0.4818,0.00817,0.003943,0.01394,0.01007,0.004071,0.01824
ECG_PP_interval,hm3_altpop,FALSE,FALSE,11,0.2031,0.1321,0.2741,0.1641,0.1062,0.1998,0.00318,0.001003,0.007399,,,,0.008558,0.00551,0.01166,0.009342,0.003453,0.01889
ECG_PQ_interval,hm3,TRUE,FALSE,45,0.2132,0.1417,0.2847,0.2296,0.1362,0.3274,0.001798,0.0004779,0.004501,0.1466,-0.3866,0.5,0.05042,0.04126,0.06078,0.03918,0.02534,0.05495
ECG_PQ_interval,hm3,FALSE,FALSE,48,0.2132,0.1417,0.2847,0.225,0.1161,0.3327,0.001117,0.0002126,0.003281,,,,0.05181,0.04348,0.06025,0.04162,0.02912,0.05905
ECG_PQ_interval,hm3_plus,TRUE,FALSE,47,0.2894,0.2003,0.3785,0.241,0.1363,0.353,0.001589,0.0003874,0.004233,0.01328,-0.6025,0.4979,0.05115,0.04156,0.0612,0.03925,0.02697,0.05536
ECG_PQ_interval,hm3_plus,FALSE,FALSE,48,0.2894,0.2003,0.3785,0.2749,0.1335,0.4211,0.001007,0.0001888,0.003023,,,,0.05473,0.04517,0.06368,0.04225,0.02777,0.05886
ECG_PQ_interval,hm3_small,TRUE,FALSE,45,0.2046,0.1346,0.2747,0.2326,0.1336,0.3389,0.00181,0.0004606,0.004949,0.09081,-0.4751,0.5,0.04994,0.04026,0.06057,0.03833,0.02585,0.05474
ECG_PQ_interval,hm3_small,FALSE,FALSE,46,0.2046,0.1346,0.2747,0.2445,0.1198,0.3587,0.00137,0.0002325,0.004284,,,,0.05157,0.04276,0.06003,0.04129,0.0277,0.05748
ECG_PQ_interval,hm3_altpop,TRUE,FALSE,40,0.2241,0.1495,0.2988,0.2247,0.1285,0.3228,0.001565,0.0003838,0.004033,0.1326,-0.4249,0.5,0.05173,0.04211,0.06139,0.03946,0.02633,0.05739
ECG_PQ_interval,hm3_altpop,FALSE,FALSE,50,0.2241,0.1495,0.2988,0.2373,0.1191,0.3464,0.001222,0.0002237,0.003538,,,,0.05275,0.04391,0.06098,0.04238,0.02819,0.05807
ECG_QT_interval,hm3,TRUE,FALSE,17,0.2125,0.1377,0.2873,0.1993,0.1111,0.2929,0.001952,0.0005855,0.004605,-0.7682,-1.042,-0.2278,0.02572,0.01766,0.03394,0.0285,0.01719,0.04326
ECG_QT_interval,hm3,FALSE,FALSE,30,0.2125,0.1377,0.2873,0.2167,0.121,0.2805,0.002044,0.0004956,0.004997,,,,0.02699,0.02104,0.03296,0.02829,0.01632,0.04376
ECG_QT_interval,hm3_plus,TRUE,FALSE,15,0.2741,0.1904,0.3577,0.246,0.1161,0.3649,0.001741,0.0004209,0.003854,-0.9917,-1.166,-0.3067,0.02632,0.01912,0.03572,0.02702,0.01552,0.04253
ECG_QT_interval,hm3_plus,FALSE,FALSE,16,0.2741,0.1904,0.3577,0.2368,0.1055,0.3232,0.001287,0.0002433,0.0033,,,,0.02825,0.02137,0.03541,0.02599,0.01494,0.04009
ECG_QT_interval,hm3_small,TRUE,FALSE,21,0.2042,0.1305,0.278,0.2151,0.1167,0.3076,0.002333,0.0005995,0.005559,-0.7708,-1.065,-0.3715,0.02601,0.01833,0.03463,0.02788,0.01571,0.04252
ECG_QT_interval,hm3_small,FALSE,FALSE,14,0.2042,0.1305,0.278,0.2064,0.1042,0.2732,0.001707,0.0003621,0.004321,,,,0.02697,0.02033,0.0332,0.02828,0.01701,0.04341
ECG_QT_interval,hm3_altpop,TRUE,FALSE,16,0.2211,0.1436,0.2986,0.2039,0.1105,0.2925,0.001995,0.0005008,0.004238,-0.7581,-1.034,-0.2763,0.02635,0.01915,0.03483,0.02902,0.01712,0.044
ECG_QT_interval,hm3_altpop,FALSE,FALSE,28,0.2211,0.1436,0.2986,0.208,0.1003,0.2791,0.001705,0.0003345,0.00453,,,,0.02743,0.02085,0.03382,0.02912,0.01694,0.04374
ECG_QTC_interval,hm3,TRUE,FALSE,28,0.2547,0.1789,0.3305,0.2257,0.1302,0.3319,0.001705,0.0004868,0.004686,-0.6385,-0.9305,-0.2039,0.04112,0.03266,0.05036,0.03045,0.01898,0.04443
ECG_QTC_interval,hm3,FALSE,FALSE,28,0.2547,0.1789,0.3305,0.2188,0.1057,0.3185,0.001318,0.0002319,0.003895,,,,0.04304,0.03563,0.05048,0.03209,0.02088,0.04679
ECG_QTC_interval,hm3_plus,TRUE,FALSE,29,0.3305,0.2432,0.4178,0.2469,0.1348,0.3532,0.00162,0.0003859,0.003583,-0.4894,-0.7542,0.08366,0.04256,0.03435,0.05173,0.03256,0.02126,0.04722
ECG_QTC_interval,hm3_plus,FALSE,FALSE,37,0.3305,0.2432,0.4178,0.255,0.1203,0.3895,0.001171,0.0002116,0.003591,,,,0.04185,0.03432,0.04927,0.03705,0.02401,0.05173
ECG_QTC_interval,hm3_small,TRUE,FALSE,27,0.2499,0.1756,0.3242,0.2312,0.1284,0.339,0.001705,0.0004418,0.004711,-0.6829,-0.9658,-0.2927,0.04214,0.03305,0.05198,0.03028,0.01886,0.04435
ECG_QTC_interval,hm3_small,FALSE,FALSE,31,0.2499,0.1756,0.3242,0.237,0.1227,0.3302,0.001578,0.0003251,0.004518,,,,0.04345,0.03571,0.05081,0.03141,0.0207,0.04498
