pheno,set,use_mle,jump_sign,n_keep,h2_ldsc_est_1,h2_ldsc_est_2,h2_ldsc_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3,r2_est_1,r2_est_2,r2_est_3,r2_1,r2_2,r2_3
574,hm3_small,TRUE,FALSE,50,0.02229,0.01701,0.02756,0.02508,0.01729,0.03256,0.002778,0.001044,0.005649,-1.025,-1.189,-0.8325,0.00729,0.006448,0.008198,0.006875,0.005368,0.008578
574,hm3_small,FALSE,FALSE,50,0.02229,0.01701,0.02756,0.01885,0.01066,0.02804,0.001029,0.0002055,0.002954,,,,0.007335,0.006439,0.008195,0.006752,0.005317,0.008433
574,hm3_altpop,TRUE,FALSE,50,0.02411,0.01853,0.02968,0.02337,0.01512,0.03064,0.002127,0.0006499,0.004416,-1.086,-1.31,-0.8982,0.007312,0.006529,0.008164,0.007022,0.00551,0.008638
574,hm3_altpop,FALSE,FALSE,50,0.02411,0.01853,0.02968,0.01849,0.01074,0.0271,0.0009611,0.0001937,0.002694,,,,0.007423,0.006625,0.008196,0.006898,0.005294,0.008566
575,hm3,TRUE,FALSE,14,0.003698,0.0004989,0.006896,0.007228,0.002344,0.01266,0.002113,0.0002006,0.006368,-1.427,-1.5,-1.134,0.0005723,0.0003406,0.0008955,0.0003047,6.859e-05,0.0007653
575,hm3,FALSE,FALSE,8,0.003698,0.0004989,0.006896,0.006545,0.002144,0.00947,0.001161,0.0001293,0.003599,,,,0.0006266,0.000398,0.0008501,0.0003287,6.841e-05,0.0007749
575,hm3_plus,TRUE,FALSE,8,0.007211,0.003606,0.01082,0.008139,0.003162,0.01487,0.00105,0.0001946,0.003445,-1.207,-1.383,-0.9927,0.0006749,0.0004134,0.001045,0.0003088,5.575e-05,0.0007566
575,hm3_plus,FALSE,FALSE,17,0.007211,0.003606,0.01082,0.008927,0.004038,0.01223,0.001209,0.0002505,0.003614,,,,0.0006834,0.0004645,0.0009432,0.000387,0.000102,0.0008399
575,hm3_small,TRUE,FALSE,10,0.003446,0.0002687,0.006623,0.007718,0.003668,0.01292,0.002127,0.0005665,0.006079,-1.415,-1.5,-1.137,0.0006362,0.000404,0.0009547,0.0003038,6.43e-05,0.0007254
575,hm3_small,FALSE,FALSE,12,0.003446,0.0002687,0.006623,0.007319,0.002937,0.01022,0.001499,0.0002389,0.004921,,,,0.0006226,0.0004241,0.0008468,0.0003545,8.149e-05,0.0008096
575,hm3_altpop,TRUE,FALSE,4,0.00398,0.0006608,0.007298,0.005946,0.002942,0.009931,0.001155,0.0003686,0.002893,-1.406,-1.5,-1.122,0.0005919,0.0003811,0.0008754,0.0002604,4.887e-05,0.0007002
575,hm3_altpop,FALSE,FALSE,9,0.00398,0.0006608,0.007298,0.006601,0.002716,0.01008,0.001172,0.0002192,0.004609,,,,0.0006201,0.0003971,0.0008626,0.0003256,6.423e-05,0.0007692
593,hm3,TRUE,FALSE,39,0.01696,0.008121,0.02581,0.01233,0.007793,0.01694,0.004265,0.001163,0.009151,-0.5309,-0.9472,0.2649,0.001283,0.0009038,0.001736,0.000905,0.0004628,0.001475
593,hm3,FALSE,FALSE,50,0.01696,0.008121,0.02581,0.01375,0.008024,0.01694,0.003263,0.0007799,0.008064,,,,0.001497,0.001162,0.001801,0.0009224,0.0004694,0.001468
593,hm3_plus,TRUE,FALSE,35,0.02089,0.008421,0.03335,0.01343,0.008211,0.01931,0.003498,0.001195,0.007136,-0.481,-0.9545,0.3569,0.001324,0.0009572,0.001766,0.0009431,0.0004701,0.001538
593,hm3_plus,FALSE,FALSE,42,0.02089,0.008421,0.03335,0.01606,0.008962,0.02075,0.002342,0.0006067,0.006559,,,,0.001555,0.001196,0.00189,0.00103,0.0005684,0.001671
593,hm3_small,TRUE,FALSE,44,0.01665,0.007948,0.02536,0.01264,0.007993,0.01754,0.004515,0.001437,0.01012,-0.5377,-0.9559,0.3219,0.001296,0.0008917,0.001787,0.0009042,0.0004577,0.001596
593,hm3_small,FALSE,FALSE,49,0.01665,0.007948,0.02536,0.01353,0.007705,0.01693,0.003026,0.0007082,0.008481,,,,0.001486,0.001147,0.001807,0.0009225,0.0004848,0.001501
593,hm3_altpop,TRUE,FALSE,43,0.02003,0.008334,0.03172,0.0134,0.008667,0.01815,0.004489,0.00154,0.01052,-0.5158,-0.9558,0.2105,0.001466,0.001046,0.001937,0.0008883,0.0004328,0.00149
593,hm3_altpop,FALSE,FALSE,50,0.02003,0.008334,0.03172,0.01393,0.007986,0.0183,0.002704,0.0006868,0.007368,,,,0.001732,0.001358,0.002063,0.000879,0.0004396,0.001511
594,hm3,TRUE,FALSE,16,0.01547,0.01197,0.01897,0.01474,0.009806,0.01997,0.003875,0.001596,0.007675,-0.7676,-1.079,-0.1726,0.001647,0.001179,0.002183,0.002734,0.001848,0.003793
594,hm3,FALSE,FALSE,12,0.01547,0.01197,0.01897,0.01534,0.01007,0.01838,0.003466,0.001066,0.007724,,,,0.001756,0.001353,0.002095,0.002661,0.001835,0.003607
594,hm3_plus,TRUE,FALSE,9,0.02134,0.01733,0.02535,0.0163,0.01039,0.02233,0.002797,0.001394,0.005791,-0.7964,-1.043,0.2506,0.001647,0.001173,0.002227,0.002739,0.001805,0.003784
594,hm3_plus,FALSE,FALSE,10,0.02134,0.01733,0.02535,0.0181,0.01216,0.02208,0.002668,0.0009959,0.006122,,,,0.001826,0.001462,0.002195,0.002681,0.001808,0.003701
594,hm3_small,TRUE,FALSE,6,0.01508,0.01164,0.01852,0.01491,0.009878,0.02023,0.003313,0.001272,0.006121,-0.8496,-1.087,-0.4653,0.001809,0.001313,0.002427,0.00262,0.001768,0.003657
594,hm3_small,FALSE,FALSE,7,0.01508,0.01164,0.01852,0.01538,0.009875,0.01783,0.003449,0.001004,0.006619,,,,0.00176,0.001406,0.002138,0.002623,0.001797,0.0036
594,hm3_altpop,TRUE,FALSE,8,0.01655,0.01266,0.02043,0.01521,0.01043,0.01966,0.003719,0.001625,0.006253,-0.812,-1.07,-0.4489,0.001775,0.00128,0.002317,0.002723,0.001868,0.003749
594,hm3_altpop,FALSE,FALSE,9,0.01655,0.01266,0.02043,0.01492,0.009285,0.01819,0.002865,0.0008984,0.006403,,,,0.001767,0.001381,0.002134,0.002612,0.001796,0.003554
596.1,hm3,TRUE,FALSE,4,0.006095,0.002997,0.009193,0.005022,0.00136,0.01027,0.002859,0.000427,0.008152,-1.419,-1.5,-1.001,0.0001618,4.045e-05,0.0003585,0.0002586,5.703e-05,0.000651
596.1,hm3,FALSE,FALSE,3,0.006095,0.002997,0.009193,0.004132,0.001312,0.006124,0.001735,0.000182,0.006087,,,,0.00011,2.437e-05,0.0002184,0.0003142,7.22e-05,0.0007069
596.1,hm3_plus,TRUE,FALSE,31,0.007266,0.003829,0.0107,0.01352,0.007837,0.01918,0.004159,0.001465,0.007803,-1.492,-1.5,-1.396,0.001336,0.0009197,0.001794,4.121e-05,-7.337e-06,0.0002632
596.1,hm3_plus,FALSE,FALSE,4,0.007266,0.003829,0.0107,0.008621,0.003841,0.01083,0.001349,0.0001946,0.003281,,,,0.0005103,0.0002533,0.000821,0.0001473,9.584e-06,0.0004822
596.1,hm3_small,TRUE,FALSE,5,0.006062,0.002986,0.009137,0.005651,0.002138,0.009825,0.003547,0.001096,0.007412,-1.444,-1.5,-0.8931,0.0001967,5.099e-05,0.0004083,0.0002502,5.17e-05,0.0006152
596.1,hm3_small,FALSE,FALSE,5,0.006062,0.002986,0.009137,0.004077,0.002405,0.006148,0.003338,0.0004438,0.007789,,,,9.792e-05,3.755e-05,0.0001904,0.0003003,6.905e-05,0.0007062
596.1,hm3_altpop,TRUE,FALSE,3,0.006613,0.003219,0.01001,0.005663,0.002124,0.009403,0.002996,0.0008829,0.005507,-1.417,-1.5,-1.075,0.0001906,7.289e-05,0.0004047,0.0002584,5.748e-05,0.0005701
596.1,hm3_altpop,FALSE,FALSE,6,0.006613,0.003219,0.01001,0.005121,0.003072,0.006757,0.002763,0.0006199,0.007638,,,,0.0001513,7.669e-05,0.0002576,0.0003001,7.028e-05,0.0006633
600,hm3,TRUE,FALSE,43,0.04037,0.02896,0.05177,0.04,0.02706,0.05233,0.002964,0.00109,0.005877,-0.6735,-0.9258,-0.2866,0.007317,0.005978,0.008844,0.006895,0.004733,0.00932
600,hm3,FALSE,FALSE,44,0.04037,0.02896,0.05177,0.03952,0.02535,0.05144,0.002322,0.0007353,0.005648,,,,0.007598,0.006532,0.008634,0.006642,0.004641,0.008892
600,hm3_plus,TRUE,FALSE,44,0.0545,0.04159,0.06741,0.0457,0.03126,0.06036,0.002603,0.001093,0.005335,-0.6878,-0.8679,-0.34,0.007763,0.006488,0.00916,0.007113,0.005015,0.00956
600,hm3_plus,FALSE,FALSE,48,0.0545,0.04159,0.06741,0.04757,0.02925,0.06143,0.002077,0.0006449,0.004569,,,,0.00798,0.006831,0.009102,0.006711,0.004521,0.009192
600,hm3_small,TRUE,FALSE,42,0.03926,0.02792,0.0506,0.04305,0.02864,0.05635,0.003383,0.001217,0.006925,-0.7124,-0.9452,-0.3661,0.007625,0.006213,0.009139,0.006794,0.004972,0.009277
600,hm3_small,FALSE,FALSE,38,0.03926,0.02792,0.0506,0.04293,0.02826,0.05339,0.00282,0.0009414,0.006194,,,,0.007881,0.006818,0.008876,0.006567,0.004628,0.009101
600,hm3_altpop,TRUE,FALSE,43,0.04489,0.03044,0.05933,0.04159,0.02827,0.05454,0.003039,0.001166,0.006355,-0.7039,-0.944,-0.3662,0.00754,0.006216,0.008994,0.00669,0.004798,0.009254
600,hm3_altpop,FALSE,FALSE,49,0.04489,0.03044,0.05933,0.04241,0.02522,0.0541,0.00268,0.0007179,0.00617,,,,0.007824,0.006627,0.008871,0.006466,0.00448,0.008816
615,hm3,TRUE,FALSE,7,0.01426,0.007828,0.02068,0.01267,0.005082,0.02225,0.002579,0.0005875,0.008011,-0.8577,-1.324,0.2585,0.0005799,0.0001848,0.001105,0.0007082,0.0002084,0.001444
615,hm3,FALSE,FALSE,5,0.01426,0.007828,0.02068,0.01308,0.006829,0.01689,0.002329,0.0005088,0.008842,,,,0.0005733,0.0003113,0.0008467,0.0007411,0.0002617,0.001449
615,hm3_plus,TRUE,FALSE,26,0.01736,0.01067,0.02404,0.02355,0.0128,0.03511,0.004107,0.001195,0.008445,-1.353,-1.486,-1.217,0.001292,0.0007441,0.002013,0.0003473,4.916e-05,0.001055
615,hm3_plus,FALSE,FALSE,6,0.01736,0.01067,0.02404,0.01805,0.007894,0.02203,0.002264,0.0003754,0.005841,,,,0.0007355,0.000422,0.00109,0.0007472,0.0002574,0.001584
615,hm3_small,TRUE,FALSE,6,0.01384,0.007367,0.02032,0.01457,0.005335,0.02386,0.003233,0.0006729,0.006669,-0.9249,-1.283,0.2519,0.0006659,0.0002334,0.001304,0.0007022,0.0002318,0.001372
615,hm3_small,FALSE,FALSE,5,0.01384,0.007367,0.02032,0.01319,0.005105,0.01643,0.003235,0.0003288,0.008241,,,,0.0005508,0.0001938,0.0008321,0.0007202,0.0002265,0.001474
615,hm3_altpop,TRUE,FALSE,4,0.01439,0.007679,0.02111,0.01242,0.005082,0.02118,0.002168,0.0005884,0.004851,-1.012,-1.374,0.009283,0.0005396,0.0001714,0.001128,0.0007462,0.0002367,0.001476
615,hm3_altpop,FALSE,FALSE,6,0.01439,0.007679,0.02111,0.01401,0.007298,0.01824,0.002906,0.0005893,0.007785,,,,0.0006193,0.0003065,0.0009259,0.0007298,0.0002269,0.001481
618,hm3,TRUE,FALSE,12,0.0267,0.01968,0.03373,0.03343,0.02326,0.04296,0.00452,0.002027,0.007963,-0.8243,-1.057,-0.416,0.004189,0.003202,0.005294,0.00519,0.003664,0.007134
618,hm3,FALSE,FALSE,5,0.0267,0.01968,0.03373,0.03195,0.0216,0.03885,0.003394,0.001215,0.006827,,,,0.004151,0.003441,0.004937,0.004903,0.003398,0.006583
618,hm3_plus,TRUE,FALSE,5,0.04284,0.03525,0.05042,0.03471,0.02479,0.0469,0.002959,0.001507,0.005934,-0.7393,-0.9065,-0.5343,0.004108,0.003227,0.005159,0.005215,0.003661,0.007229
618,hm3_plus,FALSE,FALSE,12,0.04284,0.03525,0.05042,0.0394,0.02802,0.0479,0.002966,0.001316,0.006034,,,,0.004346,0.003606,0.005084,0.005166,0.003632,0.00702
618,hm3_small,TRUE,FALSE,10,0.02618,0.01925,0.03311,0.03332,0.02345,0.04391,0.003935,0.001848,0.008063,-0.8612,-1.083,-0.5606,0.004293,0.003299,0.005382,0.005082,0.003615,0.006949
618,hm3_small,FALSE,FALSE,11,0.02618,0.01925,0.03311,0.0356,0.02584,0.0406,0.004727,0.001729,0.009049,,,,0.004352,0.003605,0.005038,0.005175,0.003601,0.006886
618,hm3_altpop,TRUE,FALSE,8,0.02882,0.02114,0.0365,0.03318,0.02327,0.04318,0.003997,0.001919,0.008208,-0.8432,-1.088,-0.559,0.004239,0.003234,0.0053,0.005082,0.003549,0.006984
618,hm3_altpop,FALSE,FALSE,10,0.02882,0.02114,0.0365,0.03351,0.02189,0.04068,0.003525,0.001181,0.007662,,,,0.004386,0.003597,0.005126,0.004895,0.003477,0.006778
626.1,hm3,TRUE,FALSE,6,0.02151,0.01472,0.02831,0.02104,0.01116,0.03133,0.004061,0.001534,0.009176,-1.071,-1.351,-0.683,0.001299,0.0006796,0.002112,0.001925,0.001007,0.003104
626.1,hm3,FALSE,FALSE,9,0.02151,0.01472,0.02831,0.02098,0.01323,0.02491,0.004174,0.00114,0.008923,,,,0.001294,0.0008713,0.001673,0.001936,0.001036,0.003081
626.1,hm3_plus,TRUE,FALSE,11,0.02988,0.02237,0.03739,0.02492,0.01267,0.03796,0.003383,0.001245,0.006722,-1.004,-1.219,-0.4276,0.001228,0.0006863,0.002025,0.00193,0.0009576,0.003046
626.1,hm3_plus,FALSE,FALSE,8,0.02988,0.02237,0.03739,0.02544,0.01434,0.03148,0.003198,0.0007565,0.006123,,,,0.001298,0.0008368,0.001766,0.00186,0.0009452,0.003182
626.1,hm3_small,TRUE,FALSE,13,0.02125,0.01455,0.02795,0.02253,0.01375,0.0321,0.004777,0.002048,0.009319,-1.102,-1.369,-0.6672,0.001436,0.0008094,0.002259,0.002,0.00104,0.003365
626.1,hm3_small,FALSE,FALSE,7,0.02125,0.01455,0.02795,0.02108,0.01608,0.02487,0.00431,0.001806,0.009619,,,,0.001286,0.0009377,0.001654,0.002005,0.0009917,0.003252
626.1,hm3_altpop,TRUE,FALSE,7,0.02212,0.01505,0.02919,0.02057,0.0112,0.02982,0.004024,0.001619,0.008174,-1.048,-1.357,-0.5231,0.001195,0.0006008,0.002015,0.001937,0.0009986,0.003212
626.1,hm3_altpop,FALSE,FALSE,5,0.02212,0.01505,0.02919,0.01978,0.01189,0.02564,0.002894,0.0008621,0.008439,,,,0.00126,0.0008421,0.001711,0.001757,0.0008605,0.002886
654.2,hm3,TRUE,FALSE,33,0.01183,0.005186,0.01847,0.01163,0.004479,0.01975,0.0008638,7.642e-05,0.003907,-0.6422,-1.213,0.4858,0.002416,0.001819,0.003069,0.002205,0.0009813,0.003578
654.2,hm3,FALSE,FALSE,48,0.01183,0.005186,0.01847,0.01047,0.004154,0.01924,0.0004674,4.642e-05,0.002037,,,,0.002738,0.002237,0.003309,0.002078,0.001042,0.003471
654.2,hm3_plus,TRUE,FALSE,7,0.007873,0.0002976,0.01545,0.01208,0.004608,0.05544,0.001404,8.752e-05,0.004285,0.4469,-1.484,0.5,0.002335,0.001783,0.00293,0.002146,0.00112,0.003441
654.2,hm3_plus,FALSE,FALSE,46,0.007873,0.0002976,0.01545,0.03801,0.02442,0.05097,0.00091,0.0003039,0.002221,,,,0.01211,0.01041,0.01356,0.0004194,0.0001129,0.0008554
654.2,hm3_small,TRUE,FALSE,33,0.01174,0.005236,0.01823,0.01168,0.004696,0.01973,0.0008622,9.067e-05,0.003594,-0.6962,-1.211,0.4922,0.002499,0.001913,0.00312,0.002213,0.001169,0.003567
654.2,hm3_small,FALSE,FALSE,47,0.01174,0.005236,0.01823,0.01145,0.004257,0.02139,0.0005568,4.468e-05,0.002587,,,,0.002822,0.002296,0.003402,0.002058,0.0009984,0.003411
654.2,hm3_altpop,TRUE,FALSE,33,0.01277,0.005781,0.01975,0.01081,0.004316,0.01899,0.0006556,6.306e-05,0.002554,-0.7142,-1.206,0.4864,0.002559,0.00201,0.003177,0.002264,0.001135,0.003679
654.2,hm3_altpop,FALSE,FALSE,48,0.01277,0.005781,0.01975,0.009995,0.004013,0.02089,0.0004078,3.669e-05,0.002374,,,,0.002809,0.002279,0.003395,0.002125,0.001013,0.003555
681,hm3,TRUE,FALSE,17,0.008189,0.004032,0.01235,0.007125,0.003448,0.01094,0.006187,0.001431,0.01129,-0.2578,-1.04,0.467,0.0003402,0.0001319,0.0005962,0.0001959,2.618e-05,0.0005117
681,hm3,FALSE,FALSE,12,0.008189,0.004032,0.01235,0.007783,0.004664,0.009384,0.00408,0.0008427,0.01053,,,,0.0003651,0.0002286,0.0005068,0.0001515,1.456e-05,0.0004567
681,hm3_plus,TRUE,FALSE,5,0.01191,0.008003,0.01582,0.008192,0.00296,0.01381,0.002896,0.0005242,0.006774,-0.7103,-1.384,0.04239,0.0003082,0.0001124,0.000546,0.0001461,7.612e-06,0.0004327
681,hm3_plus,FALSE,FALSE,5,0.01191,0.008003,0.01582,0.008507,0.003949,0.01092,0.001979,0.0003745,0.004853,,,,0.0003584,0.0001913,0.0005604,0.0001384,7.717e-06,0.0004016
681,hm3_small,TRUE,FALSE,14,0.008115,0.003965,0.01226,0.007182,0.003448,0.01157,0.004947,0.001018,0.01061,-0.4089,-1.159,0.4521,0.0003507,0.000151,0.0006423,0.0001909,2.358e-05,0.0004978
681,hm3_small,FALSE,FALSE,28,0.008115,0.003965,0.01226,0.007659,0.005565,0.009244,0.005437,0.001229,0.01116,,,,0.0003434,0.0002302,0.0004757,0.0001552,1.426e-05,0.0004519
681,hm3_altpop,TRUE,FALSE,14,0.008805,0.004185,0.01342,0.007657,0.003969,0.01199,0.005201,0.001765,0.01246,-0.5355,-1.123,0.3526,0.0003648,0.0001591,0.0006298,0.0001897,2.479e-05,0.0005105
681,hm3_altpop,FALSE,FALSE,6,0.008805,0.004185,0.01342,0.00702,0.004393,0.009328,0.002174,0.000678,0.006675,,,,0.0003626,0.0002347,0.0005319,0.0001493,1.382e-05,0.000427
695.4,hm3,TRUE,FALSE,11,0.00712,0.0003179,0.01392,0.00575,0.00231,0.009273,0.003531,0.0007727,0.01067,-1.497,-1.5,-1.183,0.0002458,0.0001032,0.0004557,1.674e-05,-3.613e-05,0.000219
695.4,hm3,FALSE,FALSE,27,0.00712,0.0003179,0.01392,0.005168,0.002295,0.006923,0.002548,0.0004055,0.007616,,,,0.0002143,0.0001152,0.0003212,2.761e-05,-2.049e-05,0.000248
695.4,hm3_plus,TRUE,FALSE,36,0.01063,0.001464,0.0198,0.02059,0.01446,0.02684,0.004208,0.002039,0.007285,-1.5,-1.5,-1.489,0.003488,0.002805,0.004239,3.955e-05,-1.942e-05,0.0003714
695.4,hm3_plus,FALSE,FALSE,22,0.01063,0.001464,0.0198,0.01101,0.00605,0.0142,0.0009184,0.0002461,0.002258,,,,0.001462,0.001009,0.001926,4.485e-06,-4.699e-05,0.0001118
695.4,hm3_small,TRUE,FALSE,12,0.007055,0.0002743,0.01384,0.005323,0.001779,0.0102,0.002521,0.0004442,0.01063,-1.494,-1.5,-1.25,0.0002545,0.0001012,0.0005193,1.654e-05,-3.706e-05,0.0002408
695.4,hm3_small,FALSE,FALSE,22,0.007055,0.0002743,0.01384,0.005279,0.002012,0.006821,0.002642,0.0003326,0.007446,,,,0.0002128,0.000108,0.0003198,2.687e-05,-2.495e-05,0.0002113
695.4,hm3_altpop,TRUE,FALSE,13,0.008559,-0.0001795,0.0173,0.006484,0.00263,0.01044,0.004187,0.000908,0.008901,-1.481,-1.5,-1.201,0.0002973,0.0001291,0.0005354,2.242e-05,-2.633e-05,0.0002505
695.4,hm3_altpop,FALSE,FALSE,48,0.008559,-0.0001795,0.0173,0.006067,0.003031,0.008047,0.003008,0.0005392,0.008794,,,,0.00027,0.0001607,0.0003912,3.249e-05,-1.974e-05,0.000257
696.4,hm3,TRUE,FALSE,50,0.02191,-0.0003279,0.04415,0.009845,0.005543,0.01581,0.0007747,0.0001059,0.003374,-1.359,-1.5,-1.069,0.00395,0.003489,0.004452,0.002447,0.001452,0.003676
696.4,hm3,FALSE,FALSE,50,0.02191,-0.0003279,0.04415,0.006518,0.004346,0.01115,0.0001513,1.711e-05,0.0006991,,,,0.004191,0.003764,0.004655,0.002505,0.001521,0.003669
696.4,hm3_plus,TRUE,FALSE,49,0.02825,-0.004593,0.06108,0.01558,0.00785,0.02244,0.001244,0.0001788,0.00309,-1.243,-1.352,-1.099,0.00465,0.0041,0.005256,0.002013,0.001155,0.003016
696.4,hm3_plus,FALSE,FALSE,50,0.02825,-0.004593,0.06108,0.007661,0.004878,0.01328,0.0001278,1.758e-05,0.0005612,,,,0.004607,0.004114,0.005137,0.002189,0.001326,0.003411
696.4,hm3_small,TRUE,FALSE,50,0.0213,-0.0001477,0.04275,0.01011,0.005547,0.01609,0.0008009,9.341e-05,0.003052,-1.374,-1.5,-1.092,0.004005,0.003537,0.004496,0.002428,0.001458,0.003766
696.4,hm3_small,FALSE,FALSE,50,0.0213,-0.0001477,0.04275,0.006608,0.004494,0.01149,0.0001531,1.792e-05,0.0007447,,,,0.004237,0.003817,0.004668,0.002496,0.001497,0.003865
696.4,hm3_altpop,TRUE,FALSE,50,0.02566,-0.00215,0.05346,0.008312,0.006454,0.01441,0.0001562,2.471e-05,0.001352,-1.5,-1.5,-1.024,0.005618,0.004914,0.006404,0.002435,0.001523,0.0037
696.4,hm3_altpop,FALSE,FALSE,50,0.02566,-0.00215,0.05346,0.008184,0.006319,0.01228,0.0001504,2.761e-05,0.000604,,,,0.005692,0.005221,0.006179,0.00247,0.001509,0.003781
697,hm3,TRUE,FALSE,8,0.006368,0.001137,0.0116,0.005341,0.002153,0.009513,0.001523,0.0002441,0.004741,-1.5,-1.5,-1.286,0.0004344,0.0002497,0.0006962,0.0001288,8.356e-06,0.0003684
697,hm3,FALSE,FALSE,6,0.006368,0.001137,0.0116,0.004807,0.0024,0.00625,0.001282,0.0002072,0.003352,,,,0.0003235,0.0001743,0.0005171,0.0002187,4.33e-05,0.000559
697,hm3_plus,TRUE,FALSE,36,0.006775,0.00051,0.01304,0.0197,0.01365,0.02587,0.004626,0.00197,0.009452,-1.5,-1.5,-1.48,0.003296,0.002675,0.003972,6.545e-05,1.683e-06,0.0002225
697,hm3_plus,FALSE,FALSE,13,0.006775,0.00051,0.01304,0.009591,0.004721,0.01363,0.000636,0.0001277,0.001956,,,,0.001664,0.001166,0.00213,4.163e-05,-5.224e-11,0.0001711
697,hm3_small,TRUE,FALSE,6,0.006335,0.001123,0.01155,0.005731,0.00264,0.009807,0.00176,0.0004086,0.004958,-1.5,-1.5,-1.322,0.0004536,0.0002598,0.0007097,0.0001339,1.277e-05,0.0003753
697,hm3_small,FALSE,FALSE,3,0.006335,0.001123,0.01155,0.004416,0.002227,0.006513,0.0009553,0.0001749,0.003196,,,,0.0003404,0.0002091,0.0005422,0.0002053,3.808e-05,0.0005142
697,hm3_altpop,TRUE,FALSE,6,0.006871,0.0007082,0.01303,0.005409,0.002204,0.009119,0.001387,0.0002075,0.003958,-1.5,-1.5,-1.283,0.0004574,0.0002794,0.0007168,0.0001278,8.409e-06,0.0003681
697,hm3_altpop,FALSE,FALSE,5,0.006871,0.0007082,0.01303,0.004762,0.001806,0.006863,0.001054,0.0001259,0.004029,,,,0.0003596,0.0001971,0.0005747,0.0002006,3.095e-05,0.0004897
702.1,hm3,TRUE,FALSE,5,0.006877,0.003527,0.01023,0.004583,0.001407,0.008624,0.001375,0.0001309,0.00393,-1.165,-1.5,-0.2321,0.0002535,6.722e-05,0.0004809,0.0002834,5.544e-05,0.0006601
702.1,hm3,FALSE,FALSE,3,0.006877,0.003527,0.01023,0.004864,0.001523,0.007242,0.001303,9.15e-05,0.003985,,,,0.0002633,0.0001465,0.0004299,0.000275,5.635e-05,0.0006459
702.1,hm3_plus,TRUE,FALSE,11,0.008129,0.00432,0.01194,0.01002,0.004419,0.01511,0.001633,0.000284,0.003952,-1.348,-1.49,-1.203,0.001008,0.0006696,0.001412,0.0001332,4.461e-06,0.0004605
702.1,hm3_plus,FALSE,FALSE,7,0.008129,0.00432,0.01194,0.008437,0.004555,0.01081,0.001244,0.000288,0.004538,,,,0.0006377,0.0003606,0.000953,0.0002758,5.831e-05,0.000692
702.1,hm3_small,TRUE,FALSE,3,0.006827,0.003527,0.01013,0.005941,0.002534,0.01196,0.002823,0.0004934,0.007508,-1.108,-1.436,-0.5288,0.0002838,0.0001201,0.0005964,0.0002078,3.217e-05,0.000565
702.1,hm3_small,FALSE,FALSE,4,0.006827,0.003527,0.01013,0.005641,0.003426,0.007036,0.002319,0.0004717,0.006885,,,,0.0002505,0.0001444,0.0004156,0.0002204,3.59e-05,0.0006144
702.1,hm3_altpop,TRUE,FALSE,5,0.007303,0.003757,0.01085,0.006036,0.001989,0.01002,0.002372,0.0003984,0.006646,-0.9949,-1.391,-0.143,0.0002798,8.65e-05,0.000489,0.0002105,2.802e-05,0.000546
702.1,hm3_altpop,FALSE,FALSE,5,0.007303,0.003757,0.01085,0.005389,0.002226,0.007083,0.001433,0.0002316,0.003962,,,,0.0002938,0.0001626,0.0004538,0.0002529,4.854e-05,0.0006268
702.2,hm3,TRUE,FALSE,6,0.002865,-0.0002446,0.005974,0.005126,0.00216,0.008858,0.001789,0.000405,0.004196,-0.2282,-0.9827,0.4987,0.0003166,0.0001361,0.0005518,0.0001398,7.966e-06,0.0004421
702.2,hm3,FALSE,FALSE,4,0.002865,-0.0002446,0.005974,0.005236,0.002388,0.007174,0.001699,0.0002542,0.004375,,,,0.0002524,0.0001154,0.0004583,0.0001235,3.986e-06,0.0003918
702.2,hm3_plus,TRUE,FALSE,6,0.005746,0.002142,0.00935,0.00598,0.003073,0.01259,0.002835,0.0009984,0.00606,-0.00556,-1.5,0.4969,0.0002521,8.718e-05,0.0004867,0.0001246,6.313e-06,0.0004063
702.2,hm3_plus,FALSE,FALSE,4,0.005746,0.002142,0.00935,0.007767,0.003739,0.009877,0.001654,0.0003159,0.003347,,,,0.0003665,0.0002201,0.0005264,0.000127,6.266e-06,0.000415
702.2,hm3_small,TRUE,FALSE,5,0.002806,-0.0002797,0.005891,0.005078,0.001892,0.008917,0.001477,0.000321,0.00419,-0.1361,-0.8664,0.5,0.0003527,0.0001737,0.0005602,0.0001406,9.379e-06,0.0004402
702.2,hm3_small,FALSE,FALSE,4,0.002806,-0.0002797,0.005891,0.005833,0.002373,0.007224,0.002095,0.0002486,0.00682,,,,0.0002672,9.94e-05,0.0004506,0.0001196,2.359e-06,0.0003812
702.2,hm3_altpop,TRUE,FALSE,5,0.00296,-0.0003056,0.006226,0.005045,0.002321,0.009131,0.001638,0.0004022,0.005745,-0.1822,-0.8964,0.4988,0.0003168,0.0001505,0.0005392,0.0001347,7.983e-06,0.0004067
702.2,hm3_altpop,FALSE,FALSE,4,0.00296,-0.0003056,0.006226,0.005528,0.002726,0.00731,0.001585,0.0002658,0.004297,,,,0.0002923,0.0001458,0.0004673,0.0001164,2.479e-06,0.0003816
704,hm3,TRUE,FALSE,30,0.005833,0.001032,0.01063,0.006001,0.003237,0.01062,0.0003512,4.745e-05,0.001524,-1.192,-1.5,-0.7774,0.002298,0.001857,0.002765,0.00286,0.001695,0.004265
