p,h2,alpha,K,num,logistic,Method,jump_sign,use_mle,n_keep,r2_1,r2_2,r2_3,r2_est_1,r2_est_2,r2_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3
0.003,0.3,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02311,0.02166,0.02462,0.2746,0.2561,0.2934,0.4517,0.397,0.5123,0.003264,0.001878,0.005405,-0.09128,-0.3494,0.2007
0.003,0.3,0,0.02,1,TRUE,SBayesS,,,,0.02285,0.0213,0.02437,0.2846,0.27,0.2997,0.4437,0.4178,0.4691,0.002847,0.002378,0.003436,-0.132,-0.3731,0.1128
0.003,0.3,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.443,0.3615,0.5245,,,,,,
0.003,0.3,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1322,0.1291,0.1351,0.1288,0.1264,0.1312,0.1467,0.1422,0.1513,0.002974,0.001947,0.004343,,,
0.003,0.3,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1322,0.1293,0.1353,0.1285,0.1258,0.1312,0.1474,0.1423,0.1527,0.0034,0.002347,0.00471,-0.0318,-0.2029,0.1464
0.003,0.3,0,0.2,1,FALSE,SBayesS,,,,0.132,0.1291,0.135,0.131,0.1284,0.1333,0.1462,0.1428,0.1494,0.003126,0.002808,0.003478,-0.02017,-0.1835,0.1608
0.003,0.3,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.1468,0.1245,0.1691,,,,,,
0.003,0.3,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1321,0.1293,0.135,0.2007,0.1969,0.2044,0.2284,0.2214,0.2355,0.002959,0.001931,0.004323,,,
0.003,0.3,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1322,0.1294,0.1352,0.2002,0.1961,0.2044,0.2296,0.2217,0.2377,0.00341,0.002362,0.004719,-0.03571,-0.2024,0.1426
0.003,0.3,0,0.2,1,TRUE,SBayesS,,,,0.132,0.129,0.135,0.204,0.1998,0.2077,0.2276,0.2229,0.232,0.003101,0.002782,0.003439,-0.02643,-0.1809,0.1516
0.003,0.3,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.2289,0.1941,0.2637,,,,,,
0.003,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.02122,0.0198,0.02267,0.02053,0.01934,0.02177,0.035,0.03066,0.03927,0.003089,0.0015,0.005786,,,
0.003,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02122,0.01987,0.02278,0.02056,0.01914,0.02208,0.03488,0.03027,0.03989,0.003156,0.001756,0.00522,-0.7747,-0.9681,-0.5669
0.003,0.3,-0.5,0.02,1,FALSE,SBayesS,,,,0.02108,0.01962,0.02253,0.02128,0.02011,0.02262,0.03397,0.03175,0.03606,0.002688,0.002294,0.003204,-0.7923,-0.9546,-0.5892
0.003,0.3,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.03539,0.02905,0.04173,,,,,,
0.003,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.02123,0.0198,0.02278,0.2542,0.2393,0.2682,0.4332,0.3788,0.486,0.003069,0.001483,0.005784,,,
0.003,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02124,0.01973,0.02271,0.2539,0.2363,0.2722,0.4333,0.3761,0.4961,0.003217,0.001802,0.005417,-0.7161,-0.9076,-0.5108
0.003,0.3,-0.5,0.02,1,TRUE,SBayesS,,,,0.02108,0.01956,0.02252,0.263,0.2484,0.277,0.4203,0.3953,0.4434,0.0027,0.00225,0.003255,-0.7172,-0.8938,-0.4572
0.003,0.3,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.4414,0.3624,0.5203,,,,,,
0.003,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1324,0.1293,0.1353,0.1304,0.128,0.1329,0.1481,0.144,0.1521,0.003004,0.001992,0.004324,,,
0.003,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1323,0.1293,0.1354,0.1303,0.1277,0.133,0.1484,0.1436,0.1533,0.00319,0.002192,0.004424,-0.3997,-0.5484,-0.2448
0.003,0.3,-0.5,0.2,1,FALSE,SBayesS,,,,0.1319,0.1289,0.1348,0.1332,0.1308,0.1357,0.1475,0.1442,0.1511,0.002975,0.002672,0.003288,-0.3819,-0.5131,-0.2215
0.003,0.3,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.1442,0.1251,0.1633,,,,,,
0.003,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1323,0.1294,0.1352,0.2042,0.2004,0.2081,0.232,0.2256,0.2385,0.002992,0.001991,0.00432,,,
0.003,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1323,0.1292,0.1354,0.204,0.2,0.208,0.2324,0.2249,0.2401,0.003188,0.002212,0.004392,-0.3916,-0.5422,-0.2398
0.003,0.3,-0.5,0.2,1,TRUE,SBayesS,,,,0.1317,0.1287,0.1348,0.2085,0.2047,0.2127,0.2311,0.2263,0.2364,0.002981,0.002677,0.003305,-0.3737,-0.546,-0.1797
0.003,0.3,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.2263,0.1963,0.2562,,,,,,
0.003,0.3,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.02222,0.02065,0.02373,0.02105,0.01983,0.02227,0.03684,0.03231,0.04111,0.003498,0.0017,0.006427,,,
0.003,0.3,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02222,0.02077,0.02365,0.02114,0.01961,0.02269,0.03662,0.03173,0.04186,0.003387,0.001935,0.005639,-0.9692,-1.138,-0.7894
0.003,0.3,-1,0.02,1,FALSE,SBayesS,,,,0.02204,0.02058,0.02345,0.02198,0.02088,0.02315,0.03595,0.03367,0.03805,0.002975,0.002496,0.00362,-0.9552,-1.154,-0.7442
0.003,0.3,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.03616,0.02974,0.04257,,,,,,
0.003,0.3,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.02212,0.02057,0.02359,0.2734,0.2584,0.2888,0.4797,0.4213,0.5366,0.003489,0.001701,0.006436,,,
0.003,0.3,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02213,0.02069,0.02359,0.2742,0.2554,0.2943,0.4782,0.414,0.5468,0.003426,0.001912,0.005648,-0.9538,-1.118,-0.7803
0.003,0.3,-1,0.02,1,TRUE,SBayesS,,,,0.02197,0.02059,0.02344,0.2841,0.2689,0.2998,0.4677,0.4415,0.4962,0.002997,0.002487,0.003673,-0.9815,-1.149,-0.8321
0.003,0.3,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.4741,0.39,0.5583,,,,,,
0.003,0.3,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1309,0.1278,0.1339,0.131,0.1286,0.1335,0.1499,0.1456,0.1542,0.00332,0.002228,0.004751,,,
0.003,0.3,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1308,0.128,0.134,0.1308,0.1282,0.1335,0.1498,0.1449,0.1549,0.003364,0.002358,0.004612,-0.9514,-1.087,-0.8124
0.003,0.3,-1,0.2,1,FALSE,SBayesS,,,,0.1304,0.1274,0.1334,0.1337,0.1313,0.1362,0.149,0.1457,0.1523,0.003161,0.002855,0.00346,-0.9374,-1.077,-0.8036
0.003,0.3,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.1397,0.1253,0.1542,,,,,,
0.003,0.3,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1307,0.1276,0.1337,0.2048,0.201,0.2087,0.2342,0.2276,0.2408,0.003332,0.002245,0.004726,,,
0.003,0.3,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1307,0.1276,0.1337,0.2043,0.2002,0.2084,0.2341,0.2265,0.2419,0.003365,0.002355,0.004617,-0.9432,-1.079,-0.8066
0.003,0.3,-1,0.2,1,TRUE,SBayesS,,,,0.1304,0.1273,0.1336,0.2089,0.2054,0.2125,0.2328,0.228,0.2376,0.003155,0.002869,0.00346,-0.9448,-1.094,-0.7897
0.003,0.3,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.2186,0.196,0.2412,,,,,,
5e-04,0.01,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,5,3.248e-05,1.237e-06,0.0001153,1.646e-05,-1.903e-06,4.822e-05,0.001142,0.001,0.00203,0.003757,0.0004067,0.01709,,,
5e-04,0.01,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,3,3.019e-05,7.292e-07,0.0001077,4.096e-05,3.518e-06,0.0001318,0.001729,0.001,0.004456,0.0102,0.002139,0.02308,0.3963,-0.1021,0.5
5e-04,0.01,0,0.02,1,FALSE,SBayesS,,,,8.862e-06,-3.92e-06,6.274e-05,2.285e-05,-4.504e-08,4.845e-05,0.00129,0.0009886,0.001693,0.05548,0.0447,0.06926,-0.5118,-0.6555,-0.1798
5e-04,0.01,0,0.02,1,FALSE,LDSc,,,,,,,,,,-0.0006473,-0.003481,0.002186,,,,,,
5e-04,0.01,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,7,1.767e-05,-5.273e-07,8.672e-05,1.323e-06,-1.907e-05,2.281e-05,0.001164,0.001,0.002913,0.007674,0.0008029,0.01995,,,
5e-04,0.01,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,4,2.413e-05,-1.183e-08,9.133e-05,0.0002071,-4.131e-05,0.0008639,0.01565,0.003059,0.03727,0.01162,0.003019,0.02254,-0.2947,-1.323,0.4226
5e-04,0.01,0,0.02,1,TRUE,SBayesS,,,,5.695e-07,-2.254e-05,3.573e-05,4.513e-06,-3.138e-05,4.177e-05,0.002205,0.001672,0.002872,0.06497,0.05229,0.08176,-0.8513,-0.9936,-0.7597
5e-04,0.01,0,0.02,1,TRUE,LDSc,,,,,,,,,,-0.00787,-0.04423,0.02849,,,,,,
5e-04,0.01,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,7,0.002242,0.001793,0.002712,0.001247,0.0008366,0.001752,0.006512,0.00346,0.008255,0.00218,0.0002692,0.007917,,,
5e-04,0.01,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,6,0.002474,0.002016,0.002971,0.001597,0.00116,0.002133,0.005552,0.002988,0.008897,0.001402,0.0002699,0.00504,0.3475,-0.3623,0.5
5e-04,0.01,0,0.2,1,FALSE,SBayesS,,,,0.0002864,0.000143,0.0004691,0.000149,7.779e-05,0.0002462,0.002989,0.002307,0.004356,0.07028,0.05465,0.09186,0.2928,0.1183,0.4436
5e-04,0.01,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.002378,-0.0004213,0.005177,,,,,,
5e-04,0.01,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,0.002312,0.001858,0.002791,0.002055,0.001234,0.002828,0.009349,0.005369,0.01244,0.001564,0.0002752,0.005367,,,
5e-04,0.01,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,11,0.002447,0.002001,0.002956,0.002426,0.001701,0.003227,0.009057,0.004941,0.0147,0.001622,0.0003444,0.005098,0.3366,-0.2877,0.5
5e-04,0.01,0,0.2,1,TRUE,SBayesS,,,,0.0002971,0.0001499,0.0004963,0.0002605,0.000141,0.0004462,0.005053,0.004119,0.007425,0.06574,0.05347,0.08227,0.04483,-0.1249,0.1361
5e-04,0.01,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.003718,-0.0006527,0.008089,,,,,,
5e-04,0.01,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,7,5.167e-05,6.737e-06,0.0001382,3.691e-05,6.438e-06,8.923e-05,0.001692,0.001,0.002757,0.006563,0.0009383,0.01975,,,
5e-04,0.01,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,8,6.028e-05,1.041e-05,0.0001616,7.018e-05,1.332e-05,0.0001932,0.002044,0.001,0.004144,0.01171,0.00477,0.02342,0.4274,-0.04397,0.5
5e-04,0.01,-0.5,0.02,1,FALSE,SBayesS,,,,3.312e-05,6.26e-07,0.0001071,6.468e-05,2.021e-05,0.0001374,0.002224,0.001518,0.003348,0.04417,0.03421,0.05356,-0.7215,-0.8353,-0.4476
5e-04,0.01,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.002699,2.714e-05,0.00537,,,,,,
5e-04,0.01,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,4,4.5e-05,4.066e-06,0.0001255,0.0001722,-2.644e-05,0.0006416,0.01288,0.005472,0.03221,0.007778,0.001152,0.01784,,,
5e-04,0.01,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,4,5.645e-05,6.176e-06,0.0001452,0.0007598,0.0001046,0.002143,0.02601,0.00926,0.05188,0.01074,0.003679,0.02209,-0.06566,-1.148,0.5
5e-04,0.01,-0.5,0.02,1,TRUE,SBayesS,,,,3.351e-05,3.971e-07,0.0001227,0.0006199,0.0001677,0.001354,0.02307,0.01537,0.03531,0.04538,0.03637,0.05608,-0.3771,-0.5361,-0.1433
5e-04,0.01,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.03352,0.0006227,0.06641,,,,,,
5e-04,0.01,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,19,0.001859,0.001468,0.00235,0.001604,0.001184,0.002076,0.007368,0.004064,0.009753,0.002111,0.000323,0.007472,,,
5e-04,0.01,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,13,0.001908,0.0015,0.00237,0.001682,0.001212,0.002262,0.0067,0.003686,0.01044,0.001809,0.0004007,0.005009,-0.3773,-1,0.5
5e-04,0.01,-0.5,0.2,1,FALSE,SBayesS,,,,0.0005838,0.0003735,0.0008458,0.0005738,0.0003825,0.0007867,0.006494,0.004889,0.008026,0.0261,0.02111,0.03737,-0.5448,-0.7272,-0.2326
5e-04,0.01,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.00509,0.001571,0.008608,,,,,,
5e-04,0.01,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,15,0.001857,0.001448,0.002337,0.002511,0.001834,0.003288,0.01153,0.006235,0.01509,0.002157,0.0003156,0.007294,,,
5e-04,0.01,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,17,0.001921,0.001534,0.002393,0.002624,0.001822,0.003587,0.01027,0.005251,0.01627,0.001729,0.0002776,0.005306,-0.3972,-1.013,0.5
5e-04,0.01,-0.5,0.2,1,TRUE,SBayesS,,,,0.0005188,0.0003172,0.0007732,0.0008345,0.0005816,0.001161,0.009621,0.008012,0.01243,0.03481,0.02787,0.04301,-0.4604,-0.7114,-0.05884
5e-04,0.01,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.00793,0.002451,0.01341,,,,,,
5e-04,0.01,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,4,1.469e-05,-8.127e-07,8.134e-05,2.808e-05,1.896e-06,8.189e-05,0.001457,0.001,0.002622,0.004056,0.0005332,0.01875,,,
5e-04,0.01,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,5,1.752e-06,-1.215e-05,3.441e-05,5.289e-05,3.283e-06,0.0001575,0.002038,0.001,0.004253,0.01149,0.00203,0.02626,0.3843,-0.6443,0.5
5e-04,0.01,-1,0.02,1,FALSE,SBayesS,,,,5.388e-06,-7.526e-06,5.544e-05,2.313e-05,1.241e-06,4.881e-05,0.001236,0.001001,0.001679,0.06443,0.05191,0.08155,-0.1271,-0.2172,0.1173
5e-04,0.01,-1,0.02,1,FALSE,LDSc,,,,,,,,,,-1.301e-05,-0.003108,0.003082,,,,,,
5e-04,0.01,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,4.443e-06,-9.485e-06,4.736e-05,2.444e-06,-2.254e-05,3.149e-05,0.00127,0.001,0.004794,0.007671,0.001597,0.02026,,,
5e-04,0.01,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,3,2.439e-06,-1.493e-05,3.671e-05,0.0007195,-3.188e-06,0.002604,0.02778,0.002253,0.06342,0.0127,0.00263,0.02457,-0.05634,-0.734,0.5
5e-04,0.01,-1,0.02,1,TRUE,SBayesS,,,,1.644e-06,-1.194e-05,4.239e-05,3.691e-06,-2.971e-05,3.811e-05,0.001975,0.001631,0.002797,0.06525,0.05227,0.08181,-0.8003,-0.9552,-0.6441
5e-04,0.01,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.0002644,-0.03893,0.03946,,,,,,
5e-04,0.01,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,8,0.002182,0.001735,0.002636,0.00147,0.0009344,0.002017,0.007,0.004077,0.008924,0.002043,0.0003429,0.006602,,,
5e-04,0.01,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,12,0.002147,0.001723,0.002642,0.001583,0.001014,0.002211,0.007186,0.00388,0.01112,0.002019,0.0004137,0.005973,-1.126,-1.468,-0.7567
5e-04,0.01,-1,0.2,1,FALSE,SBayesS,,,,0.000238,0.0001191,0.0004232,0.0002591,0.0001569,0.0004393,0.004367,0.003391,0.006932,0.04466,0.03396,0.05621,-0.6949,-0.7791,-0.5721
5e-04,0.01,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.003879,0.0008347,0.006923,,,,,,
5e-04,0.01,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,11,0.002125,0.001729,0.002619,0.002178,0.001361,0.003112,0.0112,0.006458,0.01396,0.002346,0.0003557,0.008504,,,
5e-04,0.01,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,14,0.002178,0.001748,0.002685,0.002587,0.001711,0.003565,0.01085,0.005857,0.01699,0.001856,0.0003569,0.005139,-1.127,-1.474,-0.7773
5e-04,0.01,-1,0.2,1,TRUE,SBayesS,,,,0.0002471,0.0001218,0.0004321,0.0004729,0.0003181,0.0006792,0.007956,0.006352,0.01031,0.04376,0.03396,0.05148,-1.109,-1.252,-0.7619
5e-04,0.01,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.006062,0.001308,0.01082,,,,,,
5e-04,0.03,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,26,0.001131,0.0007918,0.001508,0.001192,0.0007415,0.001654,0.006567,0.003696,0.00853,0.002626,0.0004052,0.01038,,,
5e-04,0.03,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,31,0.00124,0.0009107,0.001613,0.00133,0.000877,0.00184,0.005701,0.00323,0.008862,0.002303,0.0005038,0.007763,0.3044,-0.4468,0.5
5e-04,0.03,0,0.02,1,FALSE,SBayesS,,,,0.0003522,0.0001884,0.0005718,0.0003366,0.0001993,0.0004779,0.004799,0.003343,0.005657,0.03362,0.02581,0.04177,-0.1847,-0.3495,0.1085
5e-04,0.03,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.004883,0.0005496,0.009216,,,,,,
5e-04,0.03,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,25,0.001153,0.0008594,0.001508,0.01509,0.0105,0.02093,0.07854,0.04343,0.1022,0.002234,0.0003302,0.007685,,,
5e-04,0.03,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,31,0.001243,0.0009243,0.001622,0.01616,0.009868,0.02269,0.07062,0.0384,0.1105,0.002419,0.0004189,0.007801,0.2965,-0.4634,0.5
5e-04,0.03,0,0.02,1,TRUE,SBayesS,,,,0.0003075,0.0001503,0.0005028,0.003916,0.002444,0.005816,0.06059,0.04547,0.07968,0.03893,0.02928,0.04692,-0.5706,-0.7782,-0.2614
5e-04,0.03,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.06148,0.007208,0.1158,,,,,,
5e-04,0.03,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01175,0.01068,0.01279,0.0109,0.01006,0.01172,0.01527,0.01282,0.01853,0.0007299,0.0001951,0.002018,,,
5e-04,0.03,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01178,0.01072,0.01282,0.01104,0.01016,0.01192,0.0151,0.01267,0.01843,0.0007306,0.000234,0.001758,0.1848,-0.3076,0.5
5e-04,0.03,0,0.2,1,FALSE,SBayesS,,,,0.01174,0.0107,0.01286,0.01158,0.01086,0.01226,0.01425,0.01302,0.0156,0.0004414,0.0003174,0.0006536,0.1297,-0.4381,0.7181
5e-04,0.03,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.01714,0.009944,0.02434,,,,,,
5e-04,0.03,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01173,0.01069,0.01279,0.01701,0.01566,0.01834,0.02386,0.02,0.02918,0.00073,0.0001922,0.002057,,,
5e-04,0.03,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01179,0.01079,0.0129,0.01727,0.01592,0.01867,0.02351,0.01981,0.02873,0.0007147,0.0002374,0.001753,0.1857,-0.255,0.5
5e-04,0.03,0,0.2,1,TRUE,SBayesS,,,,0.0117,0.01066,0.01282,0.01809,0.01699,0.01911,0.02221,0.02034,0.02433,0.00044,0.0003243,0.0006537,0.1259,-0.4724,0.7844
5e-04,0.03,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.02679,0.01555,0.03803,,,,,,
5e-04,0.03,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,7,0.0007984,0.000553,0.001124,0.0008279,0.0005047,0.001246,0.006359,0.00348,0.007974,0.003016,0.0004743,0.01255,,,
5e-04,0.03,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,8,0.0007525,0.0005266,0.001053,0.0009248,0.0005626,0.001367,0.005773,0.002919,0.009212,0.003085,0.0005319,0.008251,0.1824,-0.6595,0.5
5e-04,0.03,-0.5,0.02,1,FALSE,SBayesS,,,,0.000173,7.359e-05,0.000329,0.0002937,0.0001866,0.0004714,0.004526,0.003774,0.006645,0.04625,0.03721,0.05614,-0.244,-0.4266,-0.01211
5e-04,0.03,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.003913,0.0003865,0.00744,,,,,,
5e-04,0.03,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.0007955,0.0005407,0.001072,0.01054,0.006546,0.01545,0.08192,0.04622,0.1048,0.003334,0.0004762,0.01284,,,
5e-04,0.03,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,9,0.0007982,0.0005378,0.001105,0.01322,0.007825,0.01936,0.07259,0.035,0.1191,0.002505,0.0004926,0.006731,0.1823,-0.6483,0.5
5e-04,0.03,-0.5,0.02,1,TRUE,SBayesS,,,,0.000128,4.391e-05,0.0002573,0.003449,0.002111,0.005454,0.05704,0.04186,0.07551,0.05505,0.04344,0.07319,-0.01844,-0.1644,0.2031
5e-04,0.03,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.05138,0.005425,0.09733,,,,,,
5e-04,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01105,0.009991,0.01214,0.01041,0.009478,0.0113,0.01575,0.01293,0.01961,0.0009226,0.0002609,0.002633,,,
5e-04,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0111,0.01008,0.01214,0.01064,0.00971,0.01157,0.01553,0.01271,0.01931,0.0008963,0.0003011,0.002148,-0.1458,-0.5408,0.3717
5e-04,0.03,-0.5,0.2,1,FALSE,SBayesS,,,,0.01112,0.01008,0.01219,0.01115,0.0104,0.01192,0.01455,0.01318,0.01599,0.0005765,0.0004156,0.0008074,-0.1663,-0.6594,0.1855
5e-04,0.03,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.01158,0.006023,0.01713,,,,,,
5e-04,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01105,0.01005,0.01212,0.01634,0.0149,0.01763,0.02463,0.02023,0.03048,0.00092,0.0002627,0.002508,,,
5e-04,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0111,0.01015,0.01215,0.01667,0.01522,0.0181,0.02438,0.01996,0.03012,0.000908,0.0003075,0.002065,-0.1364,-0.5093,0.3102
5e-04,0.03,-0.5,0.2,1,TRUE,SBayesS,,,,0.01113,0.01014,0.01225,0.01744,0.01622,0.01857,0.02275,0.02054,0.02497,0.0005696,0.0004083,0.0007859,-0.195,-0.7196,0.2552
5e-04,0.03,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.01815,0.009449,0.02686,,,,,,
5e-04,0.03,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,7,0.0009913,0.000703,0.00132,0.0006154,0.0002798,0.001045,0.005887,0.00362,0.007352,0.003511,0.0006533,0.01283,,,
5e-04,0.03,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,7,0.0009279,0.0006478,0.001243,0.0006652,0.0003381,0.001069,0.005766,0.002813,0.009403,0.004036,0.0009917,0.011,-0.4031,-1.273,0.5
5e-04,0.03,-1,0.02,1,FALSE,SBayesS,,,,0.000167,7.094e-05,0.0003201,0.0002246,0.0001272,0.0003842,0.004275,0.00329,0.006395,0.03956,0.03003,0.0492,-0.8598,-0.9534,-0.6013
5e-04,0.03,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.004796,0.0009647,0.008628,,,,,,
5e-04,0.03,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.001025,0.0007297,0.00135,0.007956,0.004611,0.01309,0.07659,0.04533,0.09546,0.003717,0.0005353,0.01039,,,
5e-04,0.03,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,7,0.001022,0.0007154,0.001362,0.008865,0.004584,0.0144,0.07501,0.0367,0.1249,0.003307,0.000718,0.01021,-0.6827,-1.242,0.4562
5e-04,0.03,-1,0.02,1,TRUE,SBayesS,,,,0.0001483,5.217e-05,0.0003012,0.002765,0.00164,0.00442,0.05065,0.04122,0.06938,0.04709,0.03743,0.05836,-0.4305,-0.5768,-0.1802
5e-04,0.03,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.06243,0.01287,0.112,,,,,,
5e-04,0.03,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01136,0.01032,0.0124,0.01044,0.009509,0.01132,0.01566,0.01282,0.01927,0.0008944,0.0002458,0.002514,,,
5e-04,0.03,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01139,0.01043,0.01244,0.01067,0.009758,0.01158,0.01529,0.01257,0.01897,0.0007688,0.0002606,0.001798,-0.9284,-1.31,-0.5601
